slim_id	slim_name	subsumed_id	subsumed_name	min_distance
DOID:0060291	oculodentodigital dysplasia	DOID:0060291	oculodentodigital dysplasia	0
DOID:0060292	X-linked chondrodysplasia punctata	DOID:0060292	X-linked chondrodysplasia punctata	0
DOID:0060293	autosomal dominant chondrodysplasia punctata	DOID:0060293	autosomal dominant chondrodysplasia punctata	0
DOID:0060294	cold-induced sweating syndrome	DOID:0060294	cold-induced sweating syndrome	0
DOID:0060295	complement component 2 deficiency	DOID:0060295	complement component 2 deficiency	0
DOID:0060296	congenital secretory chloride diarrhea 1	DOID:0060296	congenital secretory chloride diarrhea 1	0
DOID:0060297	complement component 4a deficiency	DOID:0060297	complement component 4a deficiency	0
DOID:0060298	complement component 4b deficiency	DOID:0060298	complement component 4b deficiency	0
DOID:0060299	complement component 6 deficiency	DOID:0060299	complement component 6 deficiency	0
DOID:0060300	complement component 7 deficiency	DOID:0060300	complement component 7 deficiency	0
DOID:0060301	type I complement component 8 deficiency	DOID:0060301	type I complement component 8 deficiency	0
DOID:0060302	type II complement component 8 deficiency	DOID:0060302	type II complement component 8 deficiency	0
DOID:0060303	complement component 9 deficiency	DOID:0060303	complement component 9 deficiency	0
DOID:0060304	dyschromatosis universalis hereditaria	DOID:0060304	dyschromatosis universalis hereditaria	0
DOID:0060305	megalocornea	DOID:0060305	megalocornea	0
DOID:0060306	Meier-Gorlin syndrome	DOID:0060306	Meier-Gorlin syndrome	0
DOID:0060307	autosomal dominant non-syndromic intellectual disability	DOID:0060307	autosomal dominant non-syndromic intellectual disability	0
DOID:0060308	autosomal recessive non-syndromic intellectual disability	DOID:0060308	autosomal recessive non-syndromic intellectual disability	0
DOID:0060313	tracheomalacia	DOID:0060313	tracheomalacia	0
DOID:0060316	orofaciodigital syndrome I	DOID:0060316	orofaciodigital syndrome I	0
DOID:0060318	acute promyelocytic leukemia	DOID:0060318	acute promyelocytic leukemia	0
DOID:0060330	Rapp-Hodgkin syndrome	DOID:0060330	Rapp-Hodgkin syndrome	0
DOID:0060331	mitochondrial complex V (ATP synthase) deficiency nuclear type 2	DOID:0060331	mitochondrial complex V (ATP synthase) deficiency nuclear type 2	0
DOID:0060332	mitochondrial complex V (ATP synthase) deficiency nuclear type 3	DOID:0060332	mitochondrial complex V (ATP synthase) deficiency nuclear type 3	0
DOID:0060333	mitochondrial complex V (ATP synthase) deficiency nuclear type 4	DOID:0060333	mitochondrial complex V (ATP synthase) deficiency nuclear type 4	0
DOID:0060334	transient neonatal diabetes mellitus	DOID:0060334	transient neonatal diabetes mellitus	0
DOID:0060336	3-methylglutaconic aciduria	DOID:0060336	3-methylglutaconic aciduria	0
DOID:0060336	3-methylglutaconic aciduria	DOID:0110000	3-methylglutaconic aciduria type 5	1
DOID:0060336	3-methylglutaconic aciduria	DOID:0110001	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	1
DOID:0060336	3-methylglutaconic aciduria	DOID:0110002	3-methylglutaconic aciduria type 1	1
DOID:0060336	3-methylglutaconic aciduria	DOID:0110003	3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia	1
DOID:0060336	3-methylglutaconic aciduria	DOID:0110004	3-methylglutaconic aciduria type 3	1
DOID:0060336	3-methylglutaconic aciduria	DOID:0110006	3-methylglutaconic aciduria type 4	1
DOID:0060337	CEDNIK syndrome	DOID:0060337	CEDNIK syndrome	0
DOID:0060341	agnathia-otocephaly complex	DOID:0060341	agnathia-otocephaly complex	0
DOID:0060346	Native American myopathy	DOID:0060346	Native American myopathy	0
DOID:0060348	hypoparathyroidism-retardation-dysmorphism syndrome	DOID:0060348	hypoparathyroidism-retardation-dysmorphism syndrome	0
DOID:0060349	microcephaly with or without chorioretinopathy, lymphedema, or mental retardation	DOID:0060349	microcephaly with or without chorioretinopathy, lymphedema, or mental retardation	0
DOID:0060352	Kleefstra syndrome	DOID:0060352	Kleefstra syndrome	0
DOID:0060354	Stormorken syndrome	DOID:0060354	Stormorken syndrome	0
DOID:0060355	amyotrophic lateral sclerosis type 22	DOID:0060355	amyotrophic lateral sclerosis type 22	0
DOID:0060356	Vici syndrome	DOID:0060356	Vici syndrome	0
DOID:0060357	chylomicron retention disease	DOID:0060357	chylomicron retention disease	0
DOID:0060358	multiple acyl-CoA dehydrogenase deficiency	DOID:0060358	multiple acyl-CoA dehydrogenase deficiency	0
DOID:0060359	Sakati-Nyhan syndrome	DOID:0060359	Sakati-Nyhan syndrome	0
DOID:0060361	punctate palmoplantar keratoderma	DOID:0060361	punctate palmoplantar keratoderma	0
DOID:0060361	punctate palmoplantar keratoderma	DOID:0060362	punctate palmoplantar keratoderma type III	1
DOID:0060363	glycerol kinase deficiency	DOID:0060363	glycerol kinase deficiency	0
DOID:0060364	Galloway-Mowat syndrome	DOID:0060364	Galloway-Mowat syndrome	0
DOID:0060366	Hennekam syndrome	DOID:0060366	Hennekam syndrome	0
DOID:0060373	orofaciodigital syndrome III	DOID:0060373	orofaciodigital syndrome III	0
DOID:0060374	orofaciodigital syndrome IV	DOID:0060374	orofaciodigital syndrome IV	0
DOID:0060375	orofaciodigital syndrome V	DOID:0060375	orofaciodigital syndrome V	0
DOID:0060377	orofaciodigital syndrome VII	DOID:0060377	orofaciodigital syndrome VII	0
DOID:0060378	orofaciodigital syndrome VIII	DOID:0060378	orofaciodigital syndrome VIII	0
DOID:0060380	orofaciodigital syndrome X	DOID:0060380	orofaciodigital syndrome X	0
DOID:0060381	orofaciodigital syndrome XI	DOID:0060381	orofaciodigital syndrome XI	0
DOID:0060382	orofaciodigital syndrome IX	DOID:0060382	orofaciodigital syndrome IX	0
DOID:0060383	acrofacial dysostosis Rodriguez type	DOID:0060383	acrofacial dysostosis Rodriguez type	0
DOID:0060384	acrofacial dysostosis, Catania type	DOID:0060384	acrofacial dysostosis, Catania type	0
DOID:0060385	acrofacial dysostosis, Patagonia type	DOID:0060385	acrofacial dysostosis, Patagonia type	0
DOID:0060386	Chilblain lupus	DOID:0060386	Chilblain lupus	0
DOID:0060387	chondrodysplasia Blomstrand type	DOID:0060387	chondrodysplasia Blomstrand type	0
DOID:0060390	distal 10q deletion syndrome	DOID:0060390	distal 10q deletion syndrome	0
DOID:0060391	chromosome 13q14 deletion syndrome	DOID:0060391	chromosome 13q14 deletion syndrome	0
DOID:0060392	chromosome 14q11-q22 deletion syndrome	DOID:0060392	chromosome 14q11-q22 deletion syndrome	0
DOID:0060393	chromosome 15q11.2 deletion syndrome	DOID:0060393	chromosome 15q11.2 deletion syndrome	0
DOID:0060394	chromosome 15q13.3 microdeletion syndrome	DOID:0060394	chromosome 15q13.3 microdeletion syndrome	0
DOID:0060395	chromosome 15q24 deletion syndrome	DOID:0060395	chromosome 15q24 deletion syndrome	0
DOID:0060397	chromosome 15q26-qter deletion syndrome	DOID:0060397	chromosome 15q26-qter deletion syndrome	0
DOID:0060398	chromosome 16p11.2 deletion syndrome, 220kb	DOID:0060398	chromosome 16p11.2 deletion syndrome, 220kb	0
DOID:0060400	chromosome 16p12.2-p11.2 deletion syndrome	DOID:0060400	chromosome 16p12.2-p11.2 deletion syndrome	0
DOID:0060403	chromosome 17q11.2 deletion syndrome, 1.4Mb	DOID:0060403	chromosome 17q11.2 deletion syndrome, 1.4Mb	0
DOID:0060404	chromosome 17q12 deletion syndrome	DOID:0060404	chromosome 17q12 deletion syndrome	0
DOID:0060405	chromosome 17q23.1-q23.2 deletion syndrome	DOID:0060405	chromosome 17q23.1-q23.2 deletion syndrome	0
DOID:0060406	chromosome 18p deletion syndrome	DOID:0060406	chromosome 18p deletion syndrome	0
DOID:0060407	chromosome 18q deletion syndrome	DOID:0060407	chromosome 18q deletion syndrome	0
DOID:0060408	chromosome 19q13.11 deletion syndrome	DOID:0060408	chromosome 19q13.11 deletion syndrome	0
DOID:0060409	chromosome 1p32-p31 deletion syndrome	DOID:0060409	chromosome 1p32-p31 deletion syndrome	0
DOID:0060410	chromosome 1p36 deletion syndrome	DOID:0060410	chromosome 1p36 deletion syndrome	0
DOID:0060411	chromosome 1q21.1 deletion syndrome	DOID:0060411	chromosome 1q21.1 deletion syndrome	0
DOID:0060412	chromosome 1q41-q42 deletion syndrome	DOID:0060412	chromosome 1q41-q42 deletion syndrome	0
DOID:0060413	chromosome 22q11.2 deletion syndrome, distal	DOID:0060413	chromosome 22q11.2 deletion syndrome, distal	0
DOID:0060415	chromosome 2p16.1-p15 deletion syndrome	DOID:0060415	chromosome 2p16.1-p15 deletion syndrome	0
DOID:0060417	3p- syndrome	DOID:0060417	3p- syndrome	0
DOID:0060418	chromosome 3q13.31 deletion syndrome	DOID:0060418	chromosome 3q13.31 deletion syndrome	0
DOID:0060419	chromosome 3q29 microdeletion syndrome	DOID:0060419	chromosome 3q29 microdeletion syndrome	0
DOID:0060420	chromosome 4q21 deletion syndrome	DOID:0060420	chromosome 4q21 deletion syndrome	0
DOID:0060422	chromosome 6pter-p24 deletion syndrome	DOID:0060422	chromosome 6pter-p24 deletion syndrome	0
DOID:0060424	chromosome 6q24-q25 deletion syndrome	DOID:0060424	chromosome 6q24-q25 deletion syndrome	0
DOID:0060425	chromosome 8q21.11 deletion syndrome	DOID:0060425	chromosome 8q21.11 deletion syndrome	0
DOID:0060427	chromosome Xp21 deletion syndrome	DOID:0060427	chromosome Xp21 deletion syndrome	0
DOID:0060428	chromosome 2q32-q33 deletion syndrome	DOID:0060428	chromosome 2q32-q33 deletion syndrome	0
DOID:0060430	chromosome 16p11.2 duplication syndrome	DOID:0060430	chromosome 16p11.2 duplication syndrome	0
DOID:0060431	chromosome 16p13.3 duplication syndrome	DOID:0060431	chromosome 16p13.3 duplication syndrome	0
DOID:0060432	chromosome 17p13.3 duplication syndrome	DOID:0060432	chromosome 17p13.3 duplication syndrome	0
DOID:0060433	chromosome 17q12 duplication syndrome	DOID:0060433	chromosome 17q12 duplication syndrome	0
DOID:0060434	chromosome 17q21.31 duplication syndrome	DOID:0060434	chromosome 17q21.31 duplication syndrome	0
DOID:0060435	chromosome 1q21.1 duplication syndrome	DOID:0060435	chromosome 1q21.1 duplication syndrome	0
DOID:0060436	chromosome 22q11.2 microduplication syndrome	DOID:0060436	chromosome 22q11.2 microduplication syndrome	0
DOID:0060439	lysinuric protein intolerance	DOID:0060439	lysinuric protein intolerance	0
DOID:0060444	granular corneal dystrophy type II	DOID:0060444	granular corneal dystrophy type II	0
DOID:0060445	congenital stromal corneal dystrophy	DOID:0060445	congenital stromal corneal dystrophy	0
DOID:0060446	X-linked endothelial corneal dystrophy	DOID:0060446	X-linked endothelial corneal dystrophy	0
DOID:0060447	epithelial basement membrane dystrophy	DOID:0060447	epithelial basement membrane dystrophy	0
DOID:0060448	Fleck corneal dystrophy	DOID:0060448	Fleck corneal dystrophy	0
DOID:0060449	gelatinous drop-like corneal dystrophy	DOID:0060449	gelatinous drop-like corneal dystrophy	0
DOID:0060450	Lisch epithelial corneal dystrophy	DOID:0060450	Lisch epithelial corneal dystrophy	0
DOID:0060451	Meesmann corneal dystrophy	DOID:0060451	Meesmann corneal dystrophy	0
DOID:0060452	posterior amorphous corneal dystrophy	DOID:0060452	posterior amorphous corneal dystrophy	0
DOID:0060453	Reis-Bucklers corneal dystrophy	DOID:0060453	Reis-Bucklers corneal dystrophy	0
DOID:0060454	subepithelial mucinous corneal dystrophy	DOID:0060454	subepithelial mucinous corneal dystrophy	0
DOID:0060455	Thiel-Behnke corneal dystrophy	DOID:0060455	Thiel-Behnke corneal dystrophy	0
DOID:0060456	Schnyder corneal dystrophy	DOID:0060456	Schnyder corneal dystrophy	0
DOID:0060457	posterior polymorphous corneal dystrophy	DOID:0060457	posterior polymorphous corneal dystrophy	0
DOID:0060457	posterior polymorphous corneal dystrophy	DOID:0110855	posterior polymorphous corneal dystrophy 1	1
DOID:0060457	posterior polymorphous corneal dystrophy	DOID:0110856	posterior polymorphous corneal dystrophy 2	1
DOID:0060457	posterior polymorphous corneal dystrophy	DOID:0110857	posterior polymorphous corneal dystrophy 3	1
DOID:0060459	chromosome 3q29 microduplication syndrome	DOID:0060459	chromosome 3q29 microduplication syndrome	0
DOID:0060460	chromosome 5p13 duplication syndrome	DOID:0060460	chromosome 5p13 duplication syndrome	0
DOID:0060461	chromosome Xp11.23-p11.22 duplication syndrome	DOID:0060461	chromosome Xp11.23-p11.22 duplication syndrome	0
DOID:0060462	Desbuquois dysplasia	DOID:0060462	Desbuquois dysplasia	0
DOID:0060464	Feingold syndrome	DOID:0060464	Feingold syndrome	0
DOID:0060465	fibrochondrogenesis	DOID:0060465	fibrochondrogenesis	0
DOID:0060466	gingival fibromatosis	DOID:0060466	gingival fibromatosis	0
DOID:0060467	humeroradial synostosis	DOID:0060467	humeroradial synostosis	0
DOID:0060468	Holt-Oram syndrome	DOID:0060468	Holt-Oram syndrome	0
DOID:0060469	Miller-Dieker lissencephaly syndrome	DOID:0060469	Miller-Dieker lissencephaly syndrome	0
DOID:0060470	salt and pepper syndrome	DOID:0060470	salt and pepper syndrome	0
DOID:0060471	fetal valproate syndrome	DOID:0060471	fetal valproate syndrome	0
DOID:0060472	Kindler syndrome	DOID:0060472	Kindler syndrome	0
DOID:0060473	Kabuki syndrome	DOID:0060473	Kabuki syndrome	0
DOID:0060474	Chuvash polycythemia	DOID:0060474	Chuvash polycythemia	0
DOID:0060476	Perlman syndrome	DOID:0060476	Perlman syndrome	0
DOID:0060480	left ventricular noncompaction	DOID:0060480	left ventricular noncompaction	0
DOID:0060481	Goldberg-Shprintzen syndrome	DOID:0060481	Goldberg-Shprintzen syndrome	0
DOID:0060482	oculoauricular syndrome	DOID:0060482	oculoauricular syndrome	0
DOID:0060483	MEDNIK syndrome	DOID:0060483	MEDNIK syndrome	0
DOID:0060484	EAST syndrome	DOID:0060484	EAST syndrome	0
DOID:0060485	Mowat-Wilson syndrome	DOID:0060485	Mowat-Wilson syndrome	0
DOID:0060486	Perry syndrome	DOID:0060486	Perry syndrome	0
DOID:0060488	Pitt-Hopkins syndrome	DOID:0060488	Pitt-Hopkins syndrome	0
DOID:0060490	Schimke immuno-osseous dysplasia	DOID:0060490	Schimke immuno-osseous dysplasia	0
DOID:0060491	SPOAN syndrome	DOID:0060491	SPOAN syndrome	0
DOID:0060668	anencephaly	DOID:0060668	anencephaly	0
DOID:0060668	anencephaly	DOID:4626	hydranencephaly	1
DOID:0060669	cerebral cavernous malformation	DOID:0060669	cerebral cavernous malformation	0
DOID:0060669	cerebral cavernous malformation	DOID:0060670	cerebral cavernous malformation 2	1
DOID:0060669	cerebral cavernous malformation	DOID:0060671	cerebral cavernous malformation 3	1
DOID:0060673	Peters anomaly	DOID:0060673	Peters anomaly	0
DOID:0060681	autosomal dominant nocturnal frontal lobe epilepsy	DOID:0060681	autosomal dominant nocturnal frontal lobe epilepsy	0
DOID:0060681	autosomal dominant nocturnal frontal lobe epilepsy	DOID:0060682	autosomal dominant nocturnal frontal lobe epilepsy 1	1
DOID:0060681	autosomal dominant nocturnal frontal lobe epilepsy	DOID:0060683	autosomal dominant nocturnal frontal lobe epilepsy 2	1
DOID:0060681	autosomal dominant nocturnal frontal lobe epilepsy	DOID:0060684	autosomal dominant nocturnal frontal lobe epilepsy 3	1
DOID:0060681	autosomal dominant nocturnal frontal lobe epilepsy	DOID:0060685	autosomal dominant nocturnal frontal lobe epilepsy 4	1
DOID:0060681	autosomal dominant nocturnal frontal lobe epilepsy	DOID:0060686	autosomal dominant nocturnal frontal lobe epilepsy 5	1
DOID:0060688	arteriovenous malformations of the brain	DOID:0060688	arteriovenous malformations of the brain	0
DOID:0060693	Brunner Syndrome	DOID:0060693	Brunner Syndrome	0
DOID:0060695	hyperekplexia	DOID:0060695	hyperekplexia	0
DOID:0060695	hyperekplexia	DOID:0060696	hyperekplexia 1	1
DOID:0060695	hyperekplexia	DOID:0060697	hyperekplexia 2	1
DOID:0060695	hyperekplexia	DOID:0060698	hyperekplexia 3	1
DOID:0060704	lymphoproliferative syndrome	DOID:0060704	lymphoproliferative syndrome	0
DOID:0060704	lymphoproliferative syndrome	DOID:0060705	X-linked lymphoproliferative syndrome 1	1
DOID:0060704	lymphoproliferative syndrome	DOID:0060706	X-linked lymphoproliferative syndrome 2	1
DOID:0060704	lymphoproliferative syndrome	DOID:0060707	lymphoproliferative syndrome 1	1
DOID:0060704	lymphoproliferative syndrome	DOID:0060708	lymphoproliferative syndrome 2	1
DOID:0060710	autosomal recessive congenital ichthyosis 2	DOID:0060710	autosomal recessive congenital ichthyosis 2	0
DOID:0060711	autosomal recessive congenital ichthyosis 3	DOID:0060711	autosomal recessive congenital ichthyosis 3	0
DOID:0060712	autosomal recessive congenital ichthyosis 4A	DOID:0060712	autosomal recessive congenital ichthyosis 4A	0
DOID:0060713	autosomal recessive congenital ichthyosis 4B	DOID:0060713	autosomal recessive congenital ichthyosis 4B	0
DOID:0060714	autosomal recessive congenital ichthyosis 5	DOID:0060714	autosomal recessive congenital ichthyosis 5	0
DOID:0060715	autosomal recessive congenital ichthyosis 6	DOID:0060715	autosomal recessive congenital ichthyosis 6	0
DOID:0060716	autosomal recessive congenital ichthyosis 7	DOID:0060716	autosomal recessive congenital ichthyosis 7	0
DOID:0060717	autosomal recessive congenital ichthyosis 8	DOID:0060717	autosomal recessive congenital ichthyosis 8	0
DOID:0060718	autosomal recessive congenital ichthyosis 9	DOID:0060718	autosomal recessive congenital ichthyosis 9	0
DOID:0060719	autosomal recessive congenital ichthyosis 10	DOID:0060719	autosomal recessive congenital ichthyosis 10	0
DOID:0060720	autosomal recessive congenital ichthyosis 11	DOID:0060720	autosomal recessive congenital ichthyosis 11	0
DOID:0060847	Leri-Weill dyschondrosteosis	DOID:0060847	Leri-Weill dyschondrosteosis	0
DOID:0080028	spondyloepimetaphyseal dysplasia, Strudwick type	DOID:0080028	spondyloepimetaphyseal dysplasia, Strudwick type	0
DOID:0080033	craniometaphyseal dysplasia	DOID:0080033	craniometaphyseal dysplasia	0
DOID:0080109	infantile myofibromatosis	DOID:0080109	infantile myofibromatosis	0
DOID:0080110	multiple pterygium syndrome	DOID:0080110	multiple pterygium syndrome	0
DOID:0080143	congenital fibrosis of the extraocular muscles	DOID:0080143	congenital fibrosis of the extraocular muscles	0
DOID:0080153	medium chain acyl-CoA dehydrogenase deficiency	DOID:0080153	medium chain acyl-CoA dehydrogenase deficiency	0
DOID:0080154	short chain acyl-CoA dehydrogenase deficiency	DOID:0080154	short chain acyl-CoA dehydrogenase deficiency	0
DOID:0080155	very long chain acyl-CoA dehydrogenase deficiency	DOID:0080155	very long chain acyl-CoA dehydrogenase deficiency	0
DOID:0080173	bladder exstrophy-epispadias-cloacal exstrophy complex	DOID:0080173	bladder exstrophy-epispadias-cloacal exstrophy complex	0
DOID:0080173	bladder exstrophy-epispadias-cloacal exstrophy complex	DOID:0080174	bladder exstrophy	1
DOID:0080173	bladder exstrophy-epispadias-cloacal exstrophy complex	DOID:0080175	cloacal exstrophy	1
DOID:0080193	superior semicircular canal dehiscence	DOID:0080193	superior semicircular canal dehiscence	0
DOID:0080196	mandibulofacial dysostosis, Guion-Almeida type	DOID:0080196	mandibulofacial dysostosis, Guion-Almeida type	0
DOID:10016	multiple endocrine neoplasia type 2B	DOID:10016	multiple endocrine neoplasia type 2B	0
DOID:10017	multiple endocrine neoplasia type 1	DOID:10017	multiple endocrine neoplasia type 1	0
DOID:10021	duodenum cancer	DOID:10020	ampulla of Vater cancer	1
DOID:10021	duodenum cancer	DOID:10021	duodenum cancer	0
DOID:10021	duodenum cancer	DOID:10816	duodenum adenocarcinoma	1
DOID:10021	duodenum cancer	DOID:3501	ampullary signet ring cell adenocarcinoma	4
DOID:10021	duodenum cancer	DOID:3502	ampulla of Vater adenocarcinoma	3
DOID:10021	duodenum cancer	DOID:3693	ampulla of Vater mucinous adenocarcinoma	4
DOID:10021	duodenum cancer	DOID:4932	ampulla of Vater carcinoma	2
DOID:10021	duodenum cancer	DOID:5308	ampulla of Vater clear cell adenocarcinoma	4
DOID:10021	duodenum cancer	DOID:5527	ampulla of Vater squamous cell carcinoma	3
DOID:10021	duodenum cancer	DOID:5628	ampulla of Vater adenosquamous carcinoma	3
DOID:10021	duodenum cancer	DOID:7136	ampulla of Vater small cell carcinoma	3
DOID:10021	duodenum cancer	DOID:7479	duodenal somatostatinoma	1
DOID:10021	duodenum cancer	DOID:7959	duodenal gastrinoma	1
DOID:10021	duodenum cancer	DOID:8110	periampullary adenocarcinoma	4
DOID:10126	keratoconus	DOID:10125	acute hydrops keratoconus	1
DOID:10126	keratoconus	DOID:10126	keratoconus	0
DOID:10126	keratoconus	DOID:10428	stable condition keratoconus	1
DOID:10153	ileum cancer	DOID:10152	Meckel's diverticulum cancer	1
DOID:10153	ileum cancer	DOID:10153	ileum cancer	0
DOID:1024	leprosy	DOID:1023	borderline leprosy	1
DOID:1024	leprosy	DOID:1024	leprosy	0
DOID:1024	leprosy	DOID:1025	tuberculoid leprosy	1
DOID:1024	leprosy	DOID:10887	lepromatous leprosy	1
DOID:1024	leprosy	DOID:11851	indeterminate leprosy	1
DOID:10283	prostate cancer	DOID:10283	prostate cancer	0
DOID:10283	prostate cancer	DOID:10286	prostate carcinoma	1
DOID:10283	prostate cancer	DOID:10287	prostate squamous cell carcinoma	2
DOID:10283	prostate cancer	DOID:10289	prostate malignant phyllodes tumor	1
DOID:10283	prostate cancer	DOID:10290	prostate lymphoma	1
DOID:10283	prostate cancer	DOID:2526	prostate adenocarcinoma	2
DOID:10283	prostate cancer	DOID:2992	prostate neuroendocrine neoplasm	1
DOID:10283	prostate cancer	DOID:3024	prostatic acinar adenocarcinoma	3
DOID:10283	prostate cancer	DOID:3251	prostate embryonal rhabdomyosarcoma	3
DOID:10283	prostate cancer	DOID:3252	prostate rhabdomyosarcoma	2
DOID:10283	prostate cancer	DOID:3504	prostate signet ring cell adenocarcinoma	3
DOID:10283	prostate cancer	DOID:3703	prostate colloid adenocarcinoma	3
DOID:10283	prostate cancer	DOID:4011	prostate transitional cell carcinoma	2
DOID:10283	prostate cancer	DOID:4054	prostate sarcoma	1
DOID:10283	prostate cancer	DOID:4524	prostate angiosarcoma	2
DOID:10283	prostate cancer	DOID:4868	prostate adenoid cystic carcinoma	2
DOID:10283	prostate cancer	DOID:5282	prostate leiomyosarcoma	2
DOID:10283	prostate cancer	DOID:5634	adenosquamous prostate carcinoma	2
DOID:10283	prostate cancer	DOID:7141	prostate small cell carcinoma	2
DOID:10283	prostate cancer	DOID:7152	prostate stromal sarcoma	2
DOID:10283	prostate cancer	DOID:7246	lymphoepithelioma-like acinar prostate adenocarcinoma	3
DOID:1040	chronic lymphocytic leukemia	DOID:0050751	T-cell large granular lymphocyte leukemia	1
DOID:1040	chronic lymphocytic leukemia	DOID:1039	prolymphocytic leukemia	1
DOID:1040	chronic lymphocytic leukemia	DOID:1040	chronic lymphocytic leukemia	0
DOID:1040	chronic lymphocytic leukemia	DOID:12972	intrapelvic lymph node leukemic reticuloendotheliosis	2
DOID:1040	chronic lymphocytic leukemia	DOID:1703	Richter's syndrome	1
DOID:1040	chronic lymphocytic leukemia	DOID:285	hairy cell leukemia	1
DOID:1040	chronic lymphocytic leukemia	DOID:6354	CLL/SLL	1
DOID:1040	chronic lymphocytic leukemia	DOID:711	refractory hairy cell leukemia	2
DOID:1040	chronic lymphocytic leukemia	DOID:713	HCL-V	2
DOID:1040	chronic lymphocytic leukemia	DOID:7230	postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	2
DOID:1040	chronic lymphocytic leukemia	DOID:8144	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	2
DOID:10426	Klippel-Feil syndrome	DOID:10426	Klippel-Feil syndrome	0
DOID:10487	Hirschsprung's disease	DOID:10487	Hirschsprung's disease	0
DOID:10534	stomach cancer	DOID:10534	stomach cancer	0
DOID:10534	stomach cancer	DOID:10536	malignant gastric granular cell tumor	1
DOID:10534	stomach cancer	DOID:10538	gastric fundus cancer	1
DOID:10534	stomach cancer	DOID:10540	gastric lymphoma	1
DOID:10534	stomach cancer	DOID:10541	microinvasive gastric cancer	3
DOID:10534	stomach cancer	DOID:10544	pylorus cancer	1
DOID:10534	stomach cancer	DOID:10547	pyloric antrum cancer	2
DOID:10534	stomach cancer	DOID:10548	cardia cancer	1
DOID:10534	stomach cancer	DOID:3716	mucinous stomach adenocarcinoma	4
DOID:10534	stomach cancer	DOID:3717	gastric adenocarcinoma	2
DOID:10534	stomach cancer	DOID:4023	linitis plastica	4
DOID:10534	stomach cancer	DOID:4716	malignant gastric germ cell tumor	1
DOID:10534	stomach cancer	DOID:5280	gastric leiomyosarcoma	1
DOID:10534	stomach cancer	DOID:5516	gastric squamous cell carcinoma	2
DOID:10534	stomach cancer	DOID:5517	stomach carcinoma	1
DOID:10534	stomach cancer	DOID:5579	gastric gastrinoma	1
DOID:10534	stomach cancer	DOID:5593	gastric papillary adenocarcinoma	3
DOID:10534	stomach cancer	DOID:5635	gastric adenosquamous carcinoma	2
DOID:10534	stomach cancer	DOID:5700	gastric liposarcoma	1
DOID:10534	stomach cancer	DOID:6217	gastric diffuse adenocarcinoma	3
DOID:10534	stomach cancer	DOID:6270	gastric cardia carcinoma	2
DOID:10534	stomach cancer	DOID:6271	gastric cardia adenocarcinoma	3
DOID:10534	stomach cancer	DOID:6552	gastric small cell carcinoma	2
DOID:10534	stomach cancer	DOID:6595	gastric tubular adenocarcinoma	3
DOID:10534	stomach cancer	DOID:6700	gastric fundus carcinoma	2
DOID:10534	stomach cancer	DOID:6703	gastric pylorus carcinoma	2
DOID:10534	stomach cancer	DOID:6705	gastric body carcinoma	2
DOID:10534	stomach cancer	DOID:6948	malignant gastric teratoma	2
DOID:10534	stomach cancer	DOID:8025	gastric signet ring cell adenocarcinoma	4
DOID:10581	metachromatic leukodystrophy	DOID:10581	metachromatic leukodystrophy	0
DOID:10584	retinitis pigmentosa	DOID:0110352	retinitis pigmentosa 59	1
DOID:10584	retinitis pigmentosa	DOID:0110353	retinitis pigmentosa 20	1
DOID:10584	retinitis pigmentosa	DOID:0110354	retinitis pigmentosa 19	1
DOID:10584	retinitis pigmentosa	DOID:0110355	retinitis pigmentosa 32	1
DOID:10584	retinitis pigmentosa	DOID:0110356	retinitis pigmentosa 18	1
DOID:10584	retinitis pigmentosa	DOID:0110357	retinitis pigmentosa 35	1
DOID:10584	retinitis pigmentosa	DOID:0110358	retinitis pigmentosa 12	1
DOID:10584	retinitis pigmentosa	DOID:0110359	retinitis pigmentosa 67	1
DOID:10584	retinitis pigmentosa	DOID:0110360	retinitis pigmentosa 39	1
DOID:10584	retinitis pigmentosa	DOID:0110361	retinitis pigmentosa 75	1
DOID:10584	retinitis pigmentosa	DOID:0110362	retinitis pigmentosa 58	1
DOID:10584	retinitis pigmentosa	DOID:0110363	retinitis pigmentosa 71	1
DOID:10584	retinitis pigmentosa	DOID:0110364	retinitis pigmentosa 54	1
DOID:10584	retinitis pigmentosa	DOID:0110365	retinitis pigmentosa 28	1
DOID:10584	retinitis pigmentosa	DOID:0110366	retinitis pigmentosa 33	1
DOID:10584	retinitis pigmentosa	DOID:0110367	retinitis pigmentosa 38	1
DOID:10584	retinitis pigmentosa	DOID:0110368	retinitis pigmentosa 26	1
DOID:10584	retinitis pigmentosa	DOID:0110369	retinitis pigmentosa 47	1
DOID:10584	retinitis pigmentosa	DOID:0110370	retinitis pigmentosa 55	1
DOID:10584	retinitis pigmentosa	DOID:0110371	retinitis pigmentosa 56	1
DOID:10584	retinitis pigmentosa	DOID:0110372	retinitis pigmentosa 4	1
DOID:10584	retinitis pigmentosa	DOID:0110373	retinitis pigmentosa 61	1
DOID:10584	retinitis pigmentosa	DOID:0110374	retinitis pigmentosa 68	1
